Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
513691,JMT Auto Ltd,JMTAUTOLTD,JMT AUTO LTD.,Active,B ,1,INE988E01036,Auto Parts & Equipment,Equity
513729,Aro Granite Industries Ltd.,AROGRANITE,ARO GRANITE INDUSTRIES LTD.-$,Active,B ,10,INE210C01013,Construction Materials,Equity
514045,"BSL Ltd.,",BSL,BSL LTD.,Active,B ,10,INE594B01012,Textiles,Equity
514142,T T Ltd,TTL,T T LTD.-$,Active,B ,10,INE592B01016,Textiles,Equity
514167,Ganesha Ecosphere Limited,GANECOS,GANESHA ECOSPHERE LTD.,Active,B ,10,INE845D01014,Misc.Commercial Services,Equity
514234,Sangam (India) Ltd,SANGAMIND,SANGAM (INDIA) LTD.,Active,B ,10,INE495C01010,Textiles,Equity
514274,"Aarvee Denims & Exports Ltd.,",AARVEEDEN,AARVEE DENIMS & EXPORTS LTD.,Active,B ,10,INE273D01019,Textiles,Equity
514286,Ashima Ltd,ASHIMASYN,ASHIMA LTD.,Active,B ,10,INE440A01010,Textiles,Equity
514300,Pioneer Embroideries Ltd.,PIONEEREMB,PIONEER EMBROIDERIES LTD.-$,Active,B ,10,INE156C01018,Textiles,Equity
514326,Patspin India Ltd.,PATSPINLTD,PATSPIN INDIA LTD.,Active,B ,10,INE790C01014,Textiles,Equity
514354,Premier Polyfilm Ltd.,PREMIERPOL,PREMIER POLYFILM LTD.,Active,B ,5,INE309M01012,Commodity Chemicals,Equity
515037,"Murudeshwar Ceramics Ltd.,",MURUDCERA,MURUDESHWAR CERAMICS LTD.,Active,B ,10,INE692B01014,Furniture-Furnishing-Paints,Equity
515093,"Madhav Marbles & Granites Ltd.,",MADHAV,MADHAV MARBLES & GRANITES LTD.,Active,B ,10,INE925C01016,Construction Materials,Equity
516016,"Shreyans Industries Limited.,",SHREYANIND,SHREYANS INDUSTRIES LTD.-$,Active,B ,10,INE231C01019,Paper & Paper Products,Equity
516022,Star Paper Mills Ltd.,STARPAPER,STAR PAPER MILLS LTD.,Active,B ,10,INE733A01018,Paper & Paper Products,Equity
516064,Arrow Greentech Limited,ARROWGREEN,Arrow Greentech Ltd,Active,B ,10,INE570D01018,Plastic Products,Equity
516072,Vishnu Chemicals Limited,VISHNU,VISHNU CHEMICALS LTD.,Active,B ,10,INE270I01014,Specialty Chemicals,Equity
516082,N.R.Agarwal Industries Ltd.,NRAGRINDQ,N.R.AGARWAL INDUSTRIES LTD.,Active,B ,10,INE740D01017,Paper & Paper Products,Equity
517041,Ador Welding Ltd.,ADORWELD,ADOR WELDING LTD.,Active,B ,10,INE045A01017,Other Industrial Goods,Equity
517059,"Salzer Electronics Ltd.,",SALZER,SALZER ELECTRONICS LTD.-$,Active,B ,10,INE457F01013,Other Elect.Equip./ Prod.,Equity
517206,"Lumax Industries Ltd.,",LUMAXIND,LUMAX INDUSTRIES LTD.,Active,B ,10,INE162B01018,Auto Parts & Equipment,Equity
517271,HBL Power Systems Ltd.,HBLPOWER,HBL POWER SYSTEMS LTD.-$,Active,B ,1,INE292B01021,Other Elect.Equip./ Prod.,Equity
517273,"S & S Power Switchgears Ltd.,",S&SPOWER,S&S POWER SWITCHGEAR LTD.,Active,B ,10,INE902B01017,Other Elect.Equip./ Prod.,Equity
517330,CMI Limited,CMI,CMI LTD.,Active,B ,10,INE981B01011,Other Elect.Equip./ Prod.,Equity
517344,Mindteck (India) Ltd,MINDTECK,MINDTECK (INDIA) LTD.,Active,B ,10,INE110B01017,IT Software Products,Equity
517447,R S Software India Ltd.,RSSOFTWARE,R.S.SOFTWARE INDIA LTD.,Active,B ,5,INE165B01029,IT Software Products,Equity
517498,Websol Energy System Limited,WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD.,Active,B ,10,INE855C01015,Other Elect.Equip./ Prod.,Equity
517530,Surana Telecom And Power Limited,SURANAT&P,Surana Telecom And Power Limited,Active,B ,1,INE130B01031,Telecom Cables,Equity
517536,Onward Technologies Ltd.,ONWARDTEC,ONWARD TECHNOLOGIES LTD.,Active,B ,10,INE229A01017,IT Consulting & Software,Equity
517544,Centum Electronics Ltd,CENTUM,CENTUM ELECTRONICS LTD.,Active,B ,10,INE320B01020,Misc.Commercial Services,Equity
517562,Trigyn Technologies Ltd.,TRIGYN,TRIGYN TECHNOLOGIES LTD.,Active,B ,10,INE948A01012,IT Consulting & Software,Equity
517571,IMP Power Ltd.,INDLMETER,IMP POWERS LTD.,Active,B ,10,INE065B01013,Heavy Electrical Equipment,Equity
518029,"Gujarat Sidhee Cement Limited.,",GSCLCEMENT,GUJARAT SIDHEE CEMENT LTD.,Active,B ,10,INE542A01039,Cement & Cement Products,Equity
518091,Anjani Portland Cement Ltd.,APCL,ANJANI PORTLAND CEMENT LTD.-$,Active,B ,10,INE071F01012,Cement & Cement Products,Equity
519105,AVT Natural Products Ltd.,AVTNPL,AVT NATURAL PRODUCTS LTD.,Active,B ,1,INE488D01021,Other Agricultural Products,Equity
519156,"Vadilal Industries Ltd.,",VADILALIND,VADILAL INDUSTRIES LTD.-$,Active,B ,10,INE694D01016,Packaged Foods,Equity
519224,William Magor & Company Limited,WILLAMAGOR,WILLIAMSON MAGOR & COMPANY LTD.,Active,B ,10,INE210A01017,Finance (including NBFCs),Equity
519307,Vikas WSP Ltd.,VIKASWSP,VIKAS WSP LTD.,Active,B ,1,INE706A01022,Specialty Chemicals,Equity
519383,Anik Industries Limited,ANIKINDS,ANIK INDUSTRIES LTD.,Active,B ,10,INE087B01017,Other Agricultural Products,Equity
519494,N.K.Industries Ltd.,NKIND,N.K.INDUSTRIES LTD.,Active,B ,10,INE542C01019,Edible Oils,Equity
519602,Kellton Tech Solutions Ltd.,KELLTONTEC,Kellton Tech Solutions Ltd.,Active,B ,5,INE164B01022,IT Software Products,Equity
520043,"Munjal Showa Ltd.,",MUNJALSHOW,MUNJAL SHOWA LTD.,Active,B ,2,INE577A01027,Auto Parts & Equipment,Equity
520059,Munjal Auto Industries Ltd.,MUNJALAU,MUNJAL AUTO INDUSTRIES LTD.,Active,B ,2,INE672B01032,Auto Parts & Equipment,Equity
520066,"Jay Bharat Maruti Ltd.,",JAYBARMARU,JAY BHARAT MARUTI LTD.,Active,B ,5,INE571B01028,Auto Parts & Equipment,Equity
520086,Sical Logistics Limited,SICAL,SICAL LOGISTICS LTD.,Active,B ,10,INE075B01012,Transportation - Logistics,Equity
520151,Shreyas Shipping And Logistics Limited,SHREYAS,SHREYAS SHIPPING & LOGISTICS LTD.,Active,B ,10,INE757B01015,Shipping,Equity
521018,Maral Overseas Ltd.,MARALOVER,MARAL OVERSEAS LTD.,Active,B ,10,INE882A01013,Textiles,Equity
521034,Soma Textile & Industries Ltd,SOMATEX,SOMA TEXTILES & INDUSTRIES LTD.,Active,B ,10,INE314C01013,Textiles,Equity
521070,Alok Industries Ltd.,ALOKTEXT,ALOK INDUSTRIES LTD.,Active,B ,1,INE270A01029,Textiles,Equity
521163,Zodiac Clothing Co. Ltd.,ZODIACLOTH,ZODIAC CLOTHING CO.LTD.,Active,B ,10,INE206B01013,Other Apparels & Accessories,Equity
522014,"United Drilling Tools Ltd.,",UNIDT,UNITED DRILLING TOOLS LTD.,Active,B ,10,INE961D01019,Other Industrial Goods,Equity
522029,Windsor Machines Limited,WINDMACHIN,WINDSOR MACHINES LTD.,Active,B ,2,INE052A01021,Industrial Machinery,Equity
522034,"Shanthi Gears Ltd.,",SHANTIGEAR,SHANTHI GEARS LTD.,Active,B ,1,INE631A01022,Auto Parts & Equipment,Equity
522073,The Hi-Tech Gears Limited,HITECHGEAR,The Hi-Tech Gears Ltd,Active,B ,10,INE127B01011,Auto Parts & Equipment,Equity
522215,HLE GLASCOAT LIMITED,HLEGLAS,HLE Glascoat Ltd,Active,B ,10,INE461D01010,Industrial Machinery,Equity
522217,Gujarat Apollo Industries Ltd.,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD.,Active,B ,10,INE826C01016,Commercial Vehicles,Equity
522241,M.M.Forgings Ltd.,MMFL,M.M.FORGINGS LTD.-$,Active,B ,10,INE227C01017,Other Industrial Products,Equity
522295,Control Print (India) Ltd.,CONTROLPR,CONTROL PRINT LTD.-$,Active,B ,10,INE663B01015,Containers & Packaging,Equity
523011,"Weizmann Limited.,",WEIZMANIND,WEIZMANN LTD.,Active,B ,10,INE080A01014,Comm.Trading  & Distribution,Equity
523127,"EIH Associated Hotels Ltd.,",EIHAHOTELS,EIH ASSOCIATED HOTELS LTD.-$,Active,B ,10,INE276C01014,Hotels,Equity
523204,"Aban  Offshore Ltd.,",ABAN,ABAN OFFSHORE LTD.,Active,B ,2,INE421A01028,Exploration & Production,Equity
523207,Kokuyo Camlin Ltd,KOKUYOCMLN,KOKUYO CAMLIN LTD.-$,Active,B ,1,INE760A01029,Non-Durable Household Prod.,Equity
523260,Pearl Polymers Ltd.,PEARLPOLY,PEARL POLYMERS LTD.,Active,B ,10,INE844A01013,Plastic Products,Equity
523269,Advani Hotels & Resorts (India) Ltd.,ADVANIHOTR,ADVANI HOTELS & RESORTS (INDIA) LTD.,Active,B ,2,INE199C01026,Hotels,Equity
523283,Superhouse limited,SUPERHOUSE,SUPERHOUSE LTD.,Active,B ,10,INE712B01010,Footwear,Equity
523301,TCPL Packaging Limited,TCPLPACK,TCPL PACKAGING LTD.-$,Active,B ,10,INE822C01015,Paper & Paper Products,Equity
523323,Kovai Medical Center & Hospital Ltd,KOVAI,KOVAI MEDICAL CENTER & HOSPITAL LTD.,Active,B ,10,INE177F01017,Healthcare Services,Equity
523391,Nahar Polyfilms Ltd.,NAHARPOLY,NAHAR POLYFILMS LTD.,Active,B ,5,INE308A01027,Textiles,Equity
523465,Ind Bank Housing Ltd,INDBNK,IND BANK HOUSING LTD.,Active,B ,10,INE969D01012,Housing Finance ,Equity
523539,"Precision Wires India ltd.,",PRECWIRE,PRECISION WIRES INDIA LTD.,Active,B ,5,INE372C01029,Other Elect.Equip./ Prod.,Equity
523574,Future Enterprises Limited,FEL,Future Enterprises Ltd,Active,B ,2,INE623B01027,Department Stores,Equity
523628,Poddar Housing and Development Limited,PODDAR,Poddar Housing and Development Ltd,Active,B ,10,INE888B01018,Realty,Equity
523648,Plastiblends India Ltd.,PLASTIBLEN,PLASTIBLENDS INDIA LTD.-$,Active,B ,5,INE083C01022,Specialty Chemicals,Equity
523708,"EIMCO Elecon India Ltd.,",EIMCOELECO,EIMCO ELECON (INDIA) LTD.,Active,B ,10,INE158B01016,Industrial Machinery,Equity
523716,Ashiana Housing Limited,ASHIANA,ASHIANA HOUSING LTD.-$,Active,B ,2,INE365D01021,Realty,Equity
523736,Dhunseri Ventures Limited,DVL,Dhunseri Ventures Ltd-$,Active,B ,10,INE477B01010,Fibres & Plastics,Equity
523754,MAHINDRA EPC IRRIGATION LIMITED,MAHEPC,Mahindra EPC Irrigation Ltd,Active,B ,10,INE215D01010,Plastic Products,Equity
523792,Mazda Ltd.,MAZDALTD,MAZDA LTD.-$,Active,B ,10,INE885E01034,Industrial Machinery,Equity
523828,Menon Bearings Ltd,MENONBE,MENON BEARINGS LTD.-$,Active,B ,1,INE071D01033,Auto Parts & Equipment,Equity
523838,Simplex Infrastructures Limited,SIMPLEXINF,SIMPLEX INFRASTRUCTURES LTD.,Active,B ,2,INE059B01024,Construction & Engineering,Equity
524013,"Hindustan Flurocarbons Ltd.,",HINFLUR,HINDUSTAN FLUOROCARBONS LTD.,Active,B ,10,INE806J01013,Fibres & Plastics,Equity
524019,Kingfa Science & Technology (India) Ltd,KINGFA,Kingfa Science & Technology (India) Ltd-$,Active,B ,10,INE473D01015,Plastic Products,Equity
524075,"Albert David Ltd.,",ALBERTDA,ALBERT DAVID LTD.-$,Active,B ,10,INE155C01010,Pharmaceuticals,Equity
524091,Acrysil Ltd.,ACRYSIL,ACRYSIL LTD.,Active,B ,2,INE482D01024,Plastic Products,Equity
524109,Kabra Extrusion Technik Ltd,KABRAEXTRU,KABRA EXTRUSIONTECHNIK LTD.,Active,B ,5,INE900B01029,Industrial Machinery,Equity
524129,"Vinyl Chemicals (India) Ltd.,",VINYLINDIA,VINYL CHEMICALS (INDIA) LTD.,Active,B ,1,INE250B01029,Commodity Chemicals,Equity
524324,Seya Industries Ltd,SEYAIND,SEYA INDUSTRIES LTD.,Active,B ,10,INE573R01012,Specialty Chemicals,Equity
524330,Jayant Agro-Organics Limited.,JAYAGROGN,JAYANT AGRO-ORGANICS LTD.,Active,B ,5,INE785A01026,Specialty Chemicals,Equity
524332,BCL INDUSTRIES LIMITED,BCLIL,BCL Industries Ltd-$,Active,B ,10,INE412G01016,Edible Oils,Equity
524394,Vimta Labs Ltd.,VIMTALABS,VIMTA LABS LTD.-$,Active,B ,2,INE579C01029,Healthcare Services,Equity
524396,Biofil Chemicals & Pharmaceuticals,BIOFILCHEM,BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,Active,B ,10,INE829A01014,Pharmaceuticals,Equity
524412,Aarey Drugs & Pharmaceuticals Ltd,AREYDRG,AAREY DRUGS & PHARMACEUTICALS LTD.,Active,B ,10,INE198H01019,Pharmaceuticals,Equity
524500,Kilitch Drugs (I) Ltd.,KILITCH,KILITCH DRUGS (INDIA) LTD.,Active,B ,10,INE729D01010,Pharmaceuticals,Equity
524518,Krebs Biochemicals & Industries Ltd.,KREBSBIO,KREBS BIOCHEMICALS & INDUSTRIES LTD.-$,Active,B ,10,INE268B01013,Pharmaceuticals,Equity
524570,Poddar Pigments Ltd.,PODARPIGQ,PODDAR PIGMENTS LTD.-$,Active,B ,10,INE371C01013,Specialty Chemicals,Equity
524598,AksharChem (India) Ltd.,AKSCHEM,AKSHARCHEM (INDIA) LTD.-$,Active,B ,10,INE542B01011,Specialty Chemicals,Equity
524667,Savita Oil Technologies Limited,SOTL,SAVITA OIL TECHNOLOGIES LTD.,Active,B ,10,INE035D01012,Refineries/ Petro-Products,Equity
524709,NACL Industries Limited,NACLIND,NACL Industries Ltd,Active,B ,1,INE295D01020,Agrochemicals,Equity
524820,Panama Petrochem Ltd.,PANAMAPET,PANAMA PETROCHEM LTD.,Active,B ,2,INE305C01029,Refineries/ Petro-Products,Equity
524824,Bal Pharma Ltd.,BALPHARMA,BAL PHARMA LTD.,Active,B ,10,INE083D01012,Pharmaceuticals,Equity
526027,Cubex Tubings Ltd,CUBEXTUB,CUBEX TUBINGS LTD.,Active,B ,10,INE144D01012,Copper,Equity
526173,Andrew Yule & Company Ltd,ANDREWYU,ANDREW YULE & COMPANY LTD.,Active,B ,2,INE449C01025,Tea & Coffee,Equity
526217,Hitech Corporation Limited,HITECHCORP,Hitech Corporation Ltd-$,Active,B ,10,INE120D01012,Containers & Packaging,Equity
526227,Filatex India Ltd.,FILATEX,FILATEX INDIA LTD.-$,Active,B ,2,INE816B01027,Textiles,Equity
526325,Orient Press ltd.,ORIENTLTD,ORIENT PRESS LTD.,Active,B ,10,INE609C01024,Containers & Packaging,Equity
526367,Ganesh Housing Corporation Ltd.,GANESHHOUC,GANESH HOUSING CORPORATION LTD.-$,Active,B ,10,INE460C01014,Realty,Equity
526381,Patel Integrated Logistics Ltd,PATINTLOG,PATEL INTEGRATED LOGISTICS LTD.-$,Active,B ,10,INE529D01014,Surface Transportation,Equity
526397,Alphageo (India)Ltd.,ALPHAGEO,ALPHAGEO (INDIA) LTD.-$,Active,B ,10,INE137C01018,Oil Equipment & Services,Equity
526521,Sanghi Industries Ltd.,SANGHIIND,SANGHI INDUSTRIES LTD.,Active,B ,10,INE999B01013,Cement & Cement Products,Equity
526576,TECHINDIA NIRMAN LIMITED,TECHIN,TECHINDIA NIRMAN LIMITED,Active,B ,10,INE778A01021,Realty,Equity
526582,TPL Plastech Limited,TPLPLAST,TPL PLASTECH LTD.,Active,B ,10,INE413G01014,Plastic Products,Equity
526596,Liberty Shoes Ltd.,LIBERTSHOE,LIBERTY SHOES LTD.,Active,B ,10,INE557B01019,Footwear,Equity
526608,Electrotherm (India) Ltd,ELECTHERM,ELECTROTHERM (INDIA) LTD.,Active,B ,10,INE822G01016,Iron & Steel Products,Equity
526642,Mirza International  Limited,MIRZAINT,MIRZA INTERNATIONAL LTD.,Active,B ,2,INE771A01026,Footwear,Equity
526650,Tourism Finance Corpn. Of India Ltd,TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LTD.,Active,B ,10,INE305A01015,Financial Institutions,Equity
526662,"Rajdarshan Industries Ltd.,",ARENTERP,RAJDARSHAN INDUSTRIES LTD.,Active,B ,10,INE610C01014,Construction & Engineering,Equity
526666,Bhartiya International Ltd.,BIL,BHARTIYA INTERNATIONAL LTD.,Active,B ,10,INE828A01016,Other Apparels & Accessories,Equity
526668,Kamat Hotels (India) ltd.,KAMATHOTEL,KAMAT HOTELS (INDIA) LTD.,Active,B ,10,INE967C01018,Hotels,Equity
526725,Sandesh Ltd.,SANDESH,SANDESH LTD.,Active,B ,10,INE583B01015,Publishing,Equity
526729,Goldiam International Ltd.,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,Active,B ,10,INE025B01017,Other Apparels & Accessories,Equity
526807,Seamec Ltd,SEAMECLTD,SEAMEC LTD.,Active,B ,10,INE497B01018,Shipping,Equity
526829,Confidence Petroleum India Limited,CONFIPET,CONFIDENCE PETROLEUM INDIA LTD.,Active,B ,1,INE552D01024,Oil Marketing & Distribution,Equity
526849,Banaras Beads Ltd.,BANARBEADS,BANARAS BEADS LTD.,Active,B ,10,INE655B01011,Other Apparels & Accessories,Equity
526881,63 Moons Technologies Limited,63MOONS,63 Moons Technologies Ltd,Active,B ,2,INE111B01023,IT Consulting & Software,Equity
526885,Sarla Performance Fibers Ltd,SARLAPOLY,SARLA PERFORMANCE FIBERS LTD.-$,Active,B ,1,INE453D01025,Textiles,Equity
526921,Twentyfirst Century Management Serv,21STCENMGM,TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.,Active,B ,10,INE253B01015,Other Financial Services,Equity
526951,Stylam Industries Limited,STYLAMIND,Stylam Industries Limited,Active,B ,5,INE239C01020,Forest Products,Equity
526953,Venus Remedies Ltd.,VENUSREM,VENUS REMEDIES LTD.,Active,B ,10,INE411B01019,Pharmaceuticals,Equity
526987,Urja Global Limited,URJAGLOBA,URJA GLOBAL LTD.,Active,B ,1,INE550C01020,Heavy Electrical Equipment,Equity
530011,Mangalore Chemicals & Fertilisers L,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,Active,B ,10,INE558B01017,Fertilizers,Equity
530023,THE INVESTMENT TRUST OF INDIA LIMITED,THEINVEST,The Investment Trust Of India Ltd,Active,B ,10,INE924D01017,Finance (including NBFCs),Equity
530073,Sanghvi Movers Ltd.,SANGHVIMOV,SANGHVI MOVERS LTD.,Active,B ,2,INE989A01024,Transport Related Services,Equity
530075,Selan Exploration Technology Ltd.,SELAN,SELAN EXPLORATION TECHNOLOGY LTD.-$,Active,B ,10,INE818A01017,Exploration & Production,Equity
530199,Themis Medicare Ltd.,THEMISMED,THEMIS MEDICARE LTD.,Active,B ,10,INE083B01016,Pharmaceuticals,Equity
530307,Chaman Lal Setia Exports Ltd.,CHAMANSEQ,CHAMAN LAL SETIA EXPORTS LTD.-$,Active,B ,2,INE419D01026,Other Agricultural Products,Equity
530343,Genus Power Infrastructures Ltd,GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$,Active,B ,1,INE955D01029,Other Elect.Equip./ Prod.,Equity
530363,Ugar Sugar Works Ltd.,UGARSUGAR,UGAR SUGAR WORKS LTD.-$,Active,B ,1,INE071E01023,Sugar,Equity
530365,Orient Bell Limited,ORIENTBELL,ORIENT BELL LIMITED-$,Active,B ,10,INE607D01018,Furniture-Furnishing-Paints,Equity
530377,Nila Infrastructures Ltd,NILA,NILA INFRASTRUCTURES LTD.,Active,B ,1,INE937C01029,Construction & Engineering,Equity
530393,DB(INTERNATIONAL)Stock Brokers Ltd,DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LTD.,Active,B ,2,INE921B01025,Other Financial Services,Equity
530655,Goodluck India Limited,GOODLUCK,Goodluck India Ltd,Active,B ,2,INE127I01024,Iron & Steel Products,Equity
530759,Sterling Tools Ltd.,STERTOOLS,STERLING TOOLS LTD.-$,Active,B ,2,INE334A01023,Auto Parts & Equipment,Equity
530803,Bhageria Industries Limited,BHAGIL,Bhageria Industries Ltd,Active,B ,5,INE354C01027,Commodity Chemicals,Equity
530843,Cupid Limited,CUPID,CUPID LTD.-$,Active,B ,10,INE509F01011,Personal Products,Equity
530871,Chembond Chemicals Ltd.,CHEMBOND,CHEMBOND CHEMICALS LTD.-$,Active,B ,5,INE995D01025,Specialty Chemicals,Equity
530961,Vikas EcoTech Limited,VIKASECO,Vikas EcoTech Ltd,Active,B ,1,INE806A01020,Specialty Chemicals,Equity
531082,Alankit Limited,ALANKIT,Alankit Ltd,Active,B ,1,INE914E01040,Misc.Commercial Services,Equity
531092,OM INFRA LIMITED,OMINFRAL,OM Infra Ltd,Active,B ,1,INE239D01028,Construction & Engineering,Equity
531147,Alicon Castalloy Limited,ALICON,Alicon Castalloy Limited,Active,B ,5,INE062D01024,Auto Parts & Equipment,Equity
531241,Linc Pen & Plastics Ltd.,LINCPENQ,LINC PEN & PLASTICS LTD.-$,Active,B ,10,INE802B01019,Non-Durable Household Prod.,Equity
531337,JUMP NETWORKS LIMITED,JUMPNET,Jump Networks Ltd,Active,B ,5,INE974C01022,Other Financial Services,Equity
531373,The Byke Hospitality    Ltd,THEBYKE,THE BYKE HOSPITALITY LTD.,Active,B ,10,INE319B01014,Hotels,Equity
531381,Arihant Foundations & Housing Ltd.,ARIHANT,ARIHANT FOUNDATIONS & HOUSING LTD.-$,Active,B ,10,INE413D01011,Realty,Equity
531400,Almondz Global Securities Limited,ALMONDZ,ALMONDZ GLOBAL SECURITIES LTD.,Active,B ,6,INE326B01027,Other Financial Services,Equity
531431,Shakti Pumps (India) Ltd.,SHAKTIPUMP,SHAKTI PUMPS (INDIA) LTD.-$,Active,B ,10,INE908D01010,Industrial Machinery,Equity
531439,Goldstone Technologies Ltd.,GOLDTECH,GOLDSTONE TECHNOLOGIES LTD.,Active,B ,10,INE805A01014,IT Consulting & Software,Equity
531497,Madhucon Projects Ltd.,MADHUCON,MADHUCON PROJECTS LTD.-$,Active,B ,1,INE378D01032,Construction & Engineering,Equity
531518,VIKAS PROPPANT & GRANITE LTD.,VIKASPROP,Vikas Proppant & Granite Ltd,Active,B ,1,INE767B01022,Other Agricultural Products,Equity
531543,Jindal Worldwide Ltd.,JINDWORLD,JINDAL WORLDWIDE LTD.,Active,B ,1,INE247D01039,Textiles,Equity
531556,Coral India Finance And Housing Ltd,CORALFINAC,CORAL INDIA FINANCE & HOUSING LTD.,Active,B ,2,INE558D01021,Investment Companies,Equity
531624,Country Condo's Ltd,COUNCODOS,COUNTRY CONDO'S LTD.,Active,B ,1,INE695B01025,Realty,Equity
531717,Vidhi Specialty Food Ingredients Limited,VIDHIING,Vidhi Specialty Food Ingredients Ltd-$,Active,B ,1,INE632C01026,Specialty Chemicals,Equity
531795,Atul Auto Limited,ATULAUTO,ATUL AUTO LTD.-$,Active,B ,5,INE951D01028,2/3 Wheelers,Equity
531847,Asian Star Co. Ltd.,ASTAR,ASIAN STAR CO.LTD.-$,Active,B ,10,INE194D01017,Other Apparels & Accessories,Equity
531879,Pioneer Distilleries Ltd.,PIONDIST,PIONEER DISTILLERIES LTD.,Active,B ,10,INE889E01010,Breweries & Distilleries,Equity
531892,Khandwala Securities Ltd.,KHANDSE,KHANDWALA SECURITIES LTD.,Active,B ,10,INE060B01014,Other Financial Services,Equity
531921,Agarwal Industrial Corporation Limited,AGARIND,AGARWAL INDUSTRIAL CORPORATION LTD.,Active,B ,10,INE204E01012,Petrochemicals,Equity
531978,Ambika Cotton Mills Ltd.,AMBIKCO,AMBIKA COTTON MILLS LTD.,Active,B ,10,INE540G01014,Textiles,Equity
532019,LCC Infotech Ltd.,LCCINFOTEC,LCC INFOTECH LTD.,Active,B ,2,INE938A01021,IT Software Products,Equity
532051,Swelect Energy Systems Limited,SWELECTES,Swelect Energy Systems Limited-$,Active,B ,10,INE409B01013,Heavy Electrical Equipment,Equity
532054,KDDL Ltd,KDDL,KDDL LTD.-$,Active,B ,10,INE291D01011,Other Apparels & Accessories,Equity
532143,SKM Egg Products Exports (India) Lt,SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA) LTD.,Active,B ,10,INE411D01015,Other Food Products,Equity
532150,Indraprastha Medical Corporation Lt,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.,Active,B ,10,INE681B01017,Healthcare Facilities,Equity
532172,Adroit Infotech Limited,ADROITINFO,Adroit Infotech Ltd,Active,B ,10,INE737B01033,IT Consulting & Software,Equity
532173,Cybertech Systems and Software Ltd.,CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE LTD.,Active,B ,10,INE214A01019,IT Software Products,Equity
532180,Dhanlaxmi Bank Limited,DHANBANK,Dhanlaxmi Bank Limited,Active,B ,10,INE680A01011,Banks,Equity
532216,HB Stockholdings Ltd.,HBSTOCK,HB STOCKHOLDINGS LTD.,Active,B ,10,INE550B01022,Finance (including NBFCs),Equity
532219,Energy Development Company Ltd.,ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD.,Active,B ,10,INE306C01019,Electric Utilities,Equity
532240,India Nippon Electricals Ltd,INDNIPPON,INDIA NIPPON ELECTRICALS LTD.,Active,B ,5,INE092B01025,Auto Parts & Equipment,Equity
532256,Nalwa Sons Investment Ltd,NSIL,NALWA SONS INVESTMENTS LTD.,Active,B ,10,INE023A01030,Finance (including NBFCs),Equity
532285,Geojit Financial Services Limited,GEOJITFSL,Geojit Financial Services Ltd,Active,B ,1,INE007B01023,Other Financial Services,Equity
532290,BLB Limited,BLBLIMITED,BLB LTD.,Active,B ,1,INE791A01024,Other Financial Services,Equity
532305,Ind-Swift Laboratories Ltd.,INDSWFTLAB,IND-SWIFT LABORATORIES LTD.,Active,B ,10,INE915B01019,Pharmaceuticals,Equity
532310,Shree Rama Multi-tech Ltd.,SHREERAMA,SHREE RAMA MULTI-TECH LTD.,Active,B ,5,INE879A01019,Containers & Packaging,Equity
532326,Intense Technologies,INTENTECH,INTENSE TECHNOLOGIES LTD.-$,Active,B ,2,INE781A01025,IT Software Products,Equity
532335,Ambica Agarbathies & Aroma Ind. Ltd.,AMBICAAGAR,AMBICA AGARBATHIES & AROMA INDUSTRIES LTD.,Active,B ,10,INE792B01012,Comm.Trading  & Distribution,Equity
532339,Compucom Software Lt.,COMPUSOFT,COMPUCOM SOFTWARE LTD.-$,Active,B ,2,INE453B01029,IT Training Services,Equity
532341,IZMO Limited,IZMO,IZMO Limited-$,Active,B ,10,INE848A01014,IT Consulting & Software,Equity
532348,Subex  Ltd,SUBEX,SUBEX LTD.,Active,B ,5,INE754A01055,IT Software Products,Equity
532357,Mukta Arts Ltd.,MUKTAARTS,MUKTA ARTS LTD.,Active,B ,5,INE374B01019,Movies & Entertainment,Equity
532365,Dynacons Systems & Solutions Ltd.,DSSL,DYNACONS SYSTEMS & SOLUTIONS LTD.,Active,B ,10,INE417B01040,IT Consulting & Software,Equity
532366,PNB Gilts Ltd,PNBGILTS,PNB GILTS LTD.,Active,B ,10,INE859A01011,Finance (including NBFCs),Equity
532376,MRO-TEK Realty Limited,MRO-TEK,MRO-TEK Realty Ltd,Active,B ,5,INE398B01018,Telecom Equipment,Equity
532387,Pritish Nandy Communications Ltd,PNC,PRITISH NANDY COMMUNICATIONS LTD.,Active,B ,10,INE392B01011,Movies & Entertainment,Equity
